	Phrase	new_sent
116426	tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did .	0
149012	None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .	0
74102	feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .	0
39719	A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .	0
154938	the middle and lurches between not-very-funny comedy , unconvincing dramatics and	0
19143	is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation	1
135441	, repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue .	0
146244	A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore	0
144732	Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .	0
104271	good action , good acting , good dialogue , good pace , good cinematography	1
102813	this film , which may be why it works as well as it does	1
134156	mind-numbingly awful that you hope Britney wo n't do it one more time , as far as movies	0
10053	a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior	0
10012	guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today	1
55558	refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one	0
69962	The Count of Monte Cristo ... never quite settles on either side	0
124559	The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .	0
117782	the German film industry can not make a delightful comedy centering on food	0
152223	The sheer dumbness of the plot -LRB- other than its one good idea -RRB- and the movie 's inescapable air of sleaziness get you down .	0
105614	squanders the charms of stars Hugh Grant and Sandra Bullock .	0
50688	, Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .	1
131719	're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic	0
99905	gone , replaced by the forced funniness found in the dullest kiddie flicks	0
137039	, E.T. is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .	1
94548	Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .	0
100171	A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .	1
62327	Did we really need a remake of `` Charade ? ''	0
42979	Barbershop boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy	1
26622	a heavy stench of ` been there , done that ' hanging over the film	0
129920	elevated by Michael Caine 's performance as a weary journalist in a changing world	1
150271	're really renting this you 're not interested in discretion in your entertainment choices	0
106504	, despite the mild hallucinogenic buzz , is of overwhelming waste	0
97078	normally good actors , even Kingsley , are made to look bad	0
151500	Clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .	0
101208	's a familiar story , but one that is presented with great sympathy and intelligence	1
35144	`` gory mayhem '' is your idea of a good time	1
103444	, A Walk to Remember is an inspirational love story , capturing the innocence and idealism of that first encounter .	1
42715	she 's a best-selling writer of self-help books who ca n't help herself	0
131880	's got to be a more graceful way of portraying the devastation of this disease	0
14509	could n't pick the lint off Borg Queen Alice Krige 's cape	0
85102	is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast .	0
113765	To better understand why this did n't connect with me would require another viewing , and I wo n't be sitting through this one again	0
68597	gives one of his most daring , and complicated , performances	1
42760	, brimming with coltish , neurotic energy , holds the screen like a true star .	1
78406	After an uncertain start , Murder hits and generally sustains a higher plateau with Bullock 's memorable first interrogation of Gosling .	1
145227	Armed with a game supporting cast , from the pitch-perfect Forster to the always hilarious Meara and Levy , Like Mike shoots and scores , doing its namesake proud	1
117196	Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view	1
141414	leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken	1
60462	drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress	0
4692	should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	1
84492	If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .	1
132234	unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre	1
